Name,Original Title,Korean Name,Show Type,Release Year,Age Rating,Duration,Episodes,Seasons,Years,Rating,Number of Ratings,Number of Ratings (num),Poster Link,Trailer Link,Genres,Description,Stars,Streaming Services
Marriage Contract,Gyeolhongyeyak,????,TV Series,2016,N/A,1h 15m,16,1,1,7.5,1.1K,1100,https://m.media-amazon.com/images/M/MV5BMGUwMjAwOTYtYzY2Yy00NGIxLWJiM2MtN2EzODRiNTNiM2RiXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,Drama,"A poor, widowed woman, desperate to support her 7-year-old daughter, and a wealthy business executive with a sick mother enter into a contract marriage together.","Lee Seo-jin, Kim You-Jin, Kim Yong-geon",N/A
Yong Pal,N/A,???,TV Series,2015,N/A,1h,18,1,1,7.4,1.1K,1100,https://m.media-amazon.com/images/M/MV5BOTA1YTg0OWYtZWExZi00NmZmLThlYTktZTQzZWYxZmRmOWI3XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi150323993/1434659607842-pgv4ql-1635850741295.mp4?Expires=1730936018&Signature=ku7~2S1FhRfI3usnXwpV6yhavW8rQi49gsbubYwTVNWTYNtidoOZkq1Khy97En82IVrgn1mLM3ibCRpbTauv0d-XmNAZ2u7Uwj~vhXV9OaSbW1HcaToNHQxlUxB~ye2O7tivb2XCkhsgcN13Tx79qnd0BYd4vkSGeuiuxuWEV3vkTi2XCDlQkVCuKIaDBI0tg-nUxPfW56sXEvw0rqBvV4Ar0kco97fnYMOU3evDHEwo01IJK28epgjLOZLWB9EMPNDU4AzpTPQXooCEYliMvUVppkRBYPIVYdZHGsyIMFYj42qLOHpsoGk3~GFLiWBkHsC1~VtcWonLNM7BHHNP9Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Romance","Kim Tae-hyun is a talented surgeon who adopts the code name Yong-pal to help those in need of medical attention. He rescues Han Yeo-jin, a chaebol heiress, from a medically induced coma, leading to unintended consequences.","Joo Won, Kim Tae-hee, Jo Hyeon-jae",N/A
Strongest Deliveryman,Choi-kang Bae-dal-ggun,?? ???,TV Series,2017,N/A,N/A,16,1,1,7.3,1.1K,1100,https://m.media-amazon.com/images/M/MV5BNTliMTAyZTctMGFlNi00NzNmLWI0NGYtYmYyYmUwZGQ2NTk0XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi3074015513/1434659607842-pgv4ql-1606830803376.mp4?Expires=1730940494&Signature=cihhhI6dAU6VqSglHAjw4jo0XX4UXDxlYqlzIDyUAg5H49e80V-v1riH6snUNtHgBPecs~uAHI7dsOuymAMTqyxINiSqSlsY5OdzGG3aNKEcQQxKhqK-BDIiRiqNvazZRa3emwMLrfqFPnwMncjeHyFYXj0xS4Yri4hjR4asrqwc9DcFd475LCxbwWSY9-qZUeLgaHrUt~uU3srxVFzQ7f0TazKVxN3pxgP3Rf2oUKI1t9tr2cd~pU7UAfcLE0IsAvcB4GwowJTjJZmCtbm0PlE04ZGSPtkmVEU7XE4JAN0LxXXd0eTRQNu2sBnTX7bbbBy5yeY49-mr8lfmXFzwjg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Romance","Driven courier Gwan-soo and ambitious Dana, polar opposites, initially clash. However, they grow fond of each other as Dana seeks to fund her immigration while charming Gwan-soo stays true to his mottoes of speed and precision.","Go Kyung-pyo, Kim Seon-ho, Chae Soo-bin","Watch on Netflix (https://www.netflix.com/watch/80211787), Watch on The Roku Channel (https://therokuchannel.roku.com/details/27f7c66fae835dfb93665626f69ab3e0), Watch on Tubi (https://tubitv.com/)"
Zombie Detective,Jombitamjeong,????,TV Series,2020,N/A,30m,24,1,1,7.3,1.1K,1100,https://m.media-amazon.com/images/M/MV5BZTA2ZDlhZDctNWM1Yi00NzY2LWFmNzQtZTg3ZjExZGI0MTFkXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Comedy, Fantasy, Mystery","The drama is a ""human comedy"" about a zombie in his second year of resurrection who becomes a detective in pursuit of his past, all the while doing his best to coexist with humans.","Choi Jin-hyuk, Park Ju-hyun, Kwon Hwa-woon",N/A
Police University,Kyeongchalsueob,????,TV Series,2021,N/A,1h 5m,16,1,1,7.1,1.1K,1100,https://m.media-amazon.com/images/M/MV5BNDgzOTlkZTItYjZkMi00MTlmLTlmMmEtMjI1YWQ5ZmU2YmIxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi650035993/1434659607842-pgv4ql-1631807196635.mp4?Expires=1730936407&Signature=VkRKUHSTyYhkUMrK6BopzzPi0W677qFt5zr8TkTc2CTkqOqYnSJCwnaN9twNu9bwqgkIy9kw~-6y5SX-SfEQh3OYvLRrjWq2DsKHSAvH1mmmnQBXImLzod3tDZyMPi4d0MqHF6OXgt5cH3jK~jlvwDPmk3zXLcqDQnk9JmP2H47Hulej4sCoLAzeL3XEOE1DyNdQZFQKl7Ss8LDKel-yBu8be9qzK-uJgUVkdxit59imH~LT9Hkx4TdKg7KJ~XN3d8FSQ~-VQJ91YtMuWNcZ4qDpTWYsKhmZHLbM38h9ctu5zsZqhIpbfaHfKhIQ8NDBh1RP5S3V54gsmUx57sftJw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama, Mystery, Romance","The series depicts the story of a National Police University campus, and the conflict and harmony between professor and students.","Cha Tae-hyun, Jung Jinyoung, Krystal Jung",N/A
Wedding Impossible,Weding Impaseobeul,?? ????,TV Series,2024,N/A,N/A,12,1,1,7,1.1K,1100,https://m.media-amazon.com/images/M/MV5BN2FhYTY2YTktY2ZkNy00YmUxLWJlNjgtOWMzYzY1YWNkOWI2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi2947073561/1434659607842-pgv4ql-1709719495055.mp4?Expires=1730932935&Signature=sR4JtfFUT-gy9JDTlRhRSKkmG507KO8RR79C7LNX5H3UUD2ZruU~2K5eRiPgcpIUprbPPyK~IaETSCOkr0PH0bJSW6KIj6XpfY1QE7JTU1NX~U5LzKeDNOFPkMfX2-PIdfn6Ne6lXGaD~0AFfBYa5hAd8uhkdGQVXChuRLZ89FNQTOii5YQiQXJ-916WHiBq0LQpelcVjW0aGrSktphu1U3ZYOUK5Ch8sI-cJ14Wf1GVEVkid-RJ1RDlxlnWkO32mud-ibLa7Ak2flMO6u1n-IGAMV7V~w11gXYOGvjX8u2kRND70evRce30bOnaR~nOCqHiXYve2QzY~EDKyFIO2A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Comedy, Drama, Romance","Na Ah Jeong enters a contractual marriage with her friend Lee Do Han, heir to the chaebol LJ Group, to conceal a secret from his family. Complications arise when Do Han's brother Lee Ji Han opposes their arrangement.","Song Jeongwon, Jeon Jong-seo, Moon Sang-min",N/A
Tell Me That You Love Me,Saranghandago Malhaejweo,????? ???,TV Series,2023,N/A,1h,16,1,2,8.3,1K,1000,https://m.media-amazon.com/images/M/MV5BY2RjMzUwMjUtOGJiMS00YWNmLWI0ZWMtM2UxYmYxMWI1M2FlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi1325844249/1434659607842-pgv4ql-1702380528288.mp4?Expires=1730931903&Signature=sDZZf6WfBx-yNm53FRq40c6ntSkWH8qeIMeMhDgKf-TiqtFiBxI4msuTlbCZqA8QAYU8kFqVVBwyMpvAJ2sDJz85a~EdrAfkmDeccxnWteU84oRfaNPj41xygCbLCMFsff4jtfaQyfFE4VSiRVs61r1hoOetqt36eGdLZkUWeaI~Tv3ATlWcV2N58MQ5ZVN1v55jbY5IMH0-IDiqHDfgTSri1Xrc9rHLG9-YxLf~RcWxHw4rBtkvc5aYm0RO9PJQT-DvPblD6qGDqyo3cXHn8P58wbgtYpvY-nGIT7Dihru~IBh1i9Kqz3wnu9FleWjSVVtnG0x6QMHAmP7TkB8zvw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, Romance","A healing melodrama about the fate of Cha Jin-woo, a deaf person who is used to express emotions through pictures instead of words, and Jeong Moo-eun, who expresses her heart with her voice.","Jung Woo-sung, Shin Hyeon-bin, Park Jin-joo",N/A
Kairos,Kairoseu,????,TV Series,2020,N/A,1h 10m,16,1,1,7.9,1K,1000,https://m.media-amazon.com/images/M/MV5BN2ZlMGQ4YWYtNDAwZS00NDdmLTg1MjctZDVlZDlkZDIxMjIxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi752993049/1434659607842-pgv4ql-1636695384443.mp4?Expires=1730935921&Signature=DfVJDJkVLotRWdrbCsyYqRNNH5GgDzz~rNSxdVEPQt8GAwIeF97gWYLDb2QYulwkHxjgXvzylXMq~3tsBYLPBgPaL0Vtt9ghk-tC5I4Nf47PhD9m0A6hSOD0Dt9RZRIU~P5TBuDn6yZs1p2hyJpSUybJSpPzCOF4T0Z9G~SsmwcdCPuvUJ1rBNDuanaqxPn-gWpSi50h5b~u3WgW-NODenoLQh670TREygU6K2lxDVtOYvgkGkACgdsUzNrfu8ZLlt5loMcKksggDFIROBlqvk1ivD6N8ppVc6DJdXiGn1bG~e02iGD2KZrLj4ghOqBmzUFQkcT2kokNyFhT915sbg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Fantasy, Mystery, Thriller","A fantasy thriller about a man who is in shock of losing his daughter and a woman who lives in the past, both struggling to save the ones they love.","Sin Seong-rok, Lee Se-yeong, Ahn Bo-hyun",N/A
Life,Laipeu,???,TV Series,2018,N/A,1h,16,1,1,7.5,1K,1000,https://m.media-amazon.com/images/M/MV5BZDlhMmJkYjktMDcxYy00ZDQ5LTg0YjItZGEyMTgyYmU0MDEyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Drama, Thriller",A medical drama that depicts the power struggles and human stories that take place within a university hospital.,"Lee Dong-wook, Cho Seung-woo, Won Jin-ah",Watch on Netflix (https://www.netflix.com/watch/81011508)
You Are My Spring,Neoneun Naeui Bom,?? ?? ?,TV Series,2021,N/A,1h 10m,16,1,1,7.3,1K,1000,https://m.media-amazon.com/images/M/MV5BYTFjY2E5NGMtNjA4Yi00NWM5LWE2OGQtOGMyYzMzOTJlNjY3XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi642564121/1434659607842-pgv4ql-1630506455777.mp4?Expires=1730940075&Signature=dDLcnt5jAyTOHVXSEQgkGUKCJQKgJc6H4IwgBGQoUlw36xmBy~qtdqJXaP5nF3XVqMpM5phaeWe2SMWuuRvs60dmC0qtpUcZVmpcZAOPr1qPYdmN8JECZhzcva8LfVN0UzLHhxoc~7hC7zFiqjo31McwMk70JLbrqExS18m4suAZD25txthrfLSvI4JLNNmXns61TK2SB0DWF8bOzj17ZJlEVmRcMltANIap~qKMHS~6aMfSqB2fFHXiY3KpKSFMv4Bv4F2~sBMDuSRNbdGrR441YjDQ9rDueKZYMROH2MW~F2NDAdMj32e1soFdyTNmlI5n2xEEYizMiCSSN8AJAw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Romance, Thriller",A hotel concierge and a psychiatrist with traumatic childhoods form a heartfelt bond when they become entangled in a perplexing local murder case.,"Seo Hyeon-jin, Kim Dong-wook, Yoon Park",Watch on Netflix (https://www.netflix.com/watch/81473201)
"Hello, Me!",Annyeong? Naya!,??? ??!,TV Series,2021,N/A,1h 5m,16,1,1,7.2,1K,1000,https://m.media-amazon.com/images/M/MV5BNTczZjcxOGMtYzg2Ny00MDNhLThkNjktYTA3ZTg4OTgyYjM2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi3723739929/1434659607842-pgv4ql-1635750175239.mp4?Expires=1730932904&Signature=jIwc67dG-AxTNocQNxkuRrIIIG7BVKQ-q42A7o3GQmGXEKvUfnNMZgqp2c5aOhCDxoItigPXbnmBB-hWu05uXgIPxe6PgOL3ztLJfTmJY~mFj72zM5JB1JyRT7NBJhX7k9IXbSzKXaBhsCeCb4NTDrRUgffBRJ19z4Mk8mXMl9uhTBIB65pg-7pOiDc~0q9CQ8ZlMWfVChwoj9srWESnVfR6kP2yyRqmNEEVanAmO6n2aGDSsgJJfNlLGX2QGXzH0wx-NJdHQ-n0yE~FnIcM4OXg6In37XAKQD9Az2VirnYEAEdRJs60RZIQgJ5XeS9olCvhFn8qUH5Wj2Qnh5eIgA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Comedy, Drama, Fantasy, Romance","Miserable and unsuccessful, a woman thinks she's lost all her spark, until one day, her spunky younger self appears in front of her demanding change.","Choi Kang-hee, Kim Young-kwang, Lee Re",Watch on Netflix (https://www.netflix.com/watch/81323200)
The Best Hit,Choi-go-eui Han-bang,??? ??,TV Series,2017,N/A,30m,32,1,1,7.5,999,999,https://m.media-amazon.com/images/M/MV5BOGE5ZTIwYTgtYTI5Ni00N2YyLTk3ZWEtMjQ3YTZiZmZiYmM2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Comedy, Fantasy","A free-spirited famous idol, a struggling singer, and their crew of ""twenty-something-year-olds."" When they meet, it will be an orchestra of disaster.","Lee Se-yeong, Cha Eun-woo, Kim Min-jae",N/A
I Miss You,Bogoshipda,????,TV Series,2012-2013,N/A,1h 5m,21,1,2,7.5,985,985,https://m.media-amazon.com/images/M/MV5BYmMyZWE2MzctMDg4Yi00NjRlLTgxNmYtYzE4N2M2ZDk3YzRhXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Action, Crime, Drama, Mystery, Romance, Thriller","Two middle schoolers, Soo-yeon and Jung-woo, become friends and grow close. However, an unforeseen tragedy strikes, separating them from each other. 14 years later, they are reunited as adults, but the past still lingers on their minds.","Park Yoo-chun, Yoon Eun-hye, Yoo Seung-ho",N/A
Falling for Innocence,Sunjeonge Banhada,??? ???,TV Mini Series,2015,N/A,1h,16,1,1,7.6,976,976,https://m.media-amazon.com/images/M/MV5BMzRkY2Y0OTgtNDA1ZC00M2JjLTg4ZDQtNTQ0NjIwM2JhYjBlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Comedy, Drama, Romance","Kang Min Ho is young man who want to revenge his uncle's unjust takeover of his father's company. Then he needs to undergo a heart transplant surgery. After the surgery, he completely changes and begins to learn the true meaning of love.","Jung Kyung-ho, Kim So-yeon, Yoon Hyun-min",N/A
Secret Royal Inspector Joy,N/A,????: ???????,TV Series,2021,N/A,1h,16,1,1,7.2,971,971,https://m.media-amazon.com/images/M/MV5BMjk1NDFiYzQtZmE0Ni00ZThiLWFiYzMtYzgwZmQ1YjgwYTdjXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi1206960921/1434659607842-pgv4ql-1635509730351.mp4?Expires=1730936536&Signature=RfIddqVNMlcK9R-riPnxmSq-oHvnbHUiuDlQhVfm2yilvPjy70sQHNaNyOUT4rAWn1bJJ8IcVfzkfKa6hgpRCMKLPfrNqp9OVxuMyMgU6KiqCArxSoZasqA0CjPRVywbzlTrMW4Ocec4s4Q~4sSD7nLnLfrZMf0KV-~8EFNoLPz-8JwO9oEcIsefLneZxM6THduBsREz80gvodXX7JVHRshoP0K3X3DKTDJjbgDl0f7ccg7CfLL1RxORmasqZYi11nZWGHUOBIGSD-RCbI08rSJC6XC7ddFO1orTsQZK8GCwHNiN-Z42qgH37yrOi63F~itdQeJ5FdmRAD-2NeMqeQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Period Drama, Comedy, Drama, History, Mystery","Set in Joseon dynasty, it tells the story of a young gourmet who unintentionally becomes a royal inspector and a divorced woman who rushes to find happiness, as they team up to investigate and defeat corrupt politicians.","Taecyeon, Kim Hye-yoon, Jung Soon-won",Watch on Netflix (https://www.netflix.com/watch/81520276)
The Witch's Diner,Manyeosikdangeuro Oseyo,?????? ???,TV Mini Series,2021,N/A,N/A,8,1,1,7.3,968,968,https://m.media-amazon.com/images/M/MV5BN2I3ZDE2NmItZTEyMC00N2IxLTk2MGYtMTk3MmZjYzdjY2IyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi70043161/1434659607842-pgv4ql-1720429823013.mp4?Expires=1730936070&Signature=AUQbldAuRq-h~BzORXzWI~VCsVhCf8QgCd2x4EsC26eqgcAKmTNXzn4gJBj5fYRDb2ZU1yxLSi3z85XtTnemHwawxDJzUfVWriAAtk8JzjMby~eYxPd2yQQtDhiuZJ7oQdIBDLcg8XdgkKbgnyvDN0ggxiDe-CiJ3OsfwURTrEmqtHPdvCz-b5I6ygTQBe-Ak2OIyuxi1~3woNCpfZWWRPGPIfGuU7TgNW3jMZGi7G2I8~XlkDlv66P7GHfX4cCbV9wmQ8WC5Ivdm8m6xSYxWyxb7tMb0eLi-nwtYYkMWGPcE2vXh2aC1nYUzmbQ52ZZ-t8ncZrSexw7aJ7brrPOWA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama, Fantasy","This series tells the stories of desperate people who come by to eat a magical dish with the hopes of having their personal wishes granted, even at the expense of their own souls.","Chae Jong-hyeop, Song Ji-hyo, Nam Ji-hyun",N/A
Misty,Miseuti,???,TV Series,2018,TV-MA,1h,16,1,1,7.8,962,962,https://m.media-amazon.com/images/M/MV5BZDNiY2Q2NjctZWNlMC00OTg3LTljMzEtYjQ5OWMzNDc4NzM1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Drama, Mystery, Romance, Thriller","This drama is a Crime Suspense centering around a headstrong anchorwoman who becomes the suspect in a murder case. Her estranged husband, who's a lawyer, decides to defend her and hence starts their journey to fall back in love.","Kim Nam-ju, Ji Jin-hee, Jeon Hye-jin",Watch on Netflix (https://www.netflix.com/watch/81029905)
Tale of A-rang,Arangsaddojeon,?????,TV Series,2012,TV-Y,N/A,20,1,1,7.3,954,954,https://m.media-amazon.com/images/M/MV5BMWJmNzUxNjQtODI4OS00ZjFhLWIyMjgtNTVhOTM5ZGViYWQwXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Fantasy Epic, Action, Comedy, Fantasy, History, Mystery, Romance","Lee Eun Oh, a noble's son, arrives at a small village in search of his missing mother. There, Arang, the ghost of a young woman that lost her memories of her past life, asks him to help her to figure out her identity and how she died.","Shin Min-a, Lee Joon-gi, Yeon Woo-jin",N/A
Beautiful Mind,Byutipul Maindeu,??? ???,TV Series,2016,N/A,1h,14,1,1,7.7,948,948,https://m.media-amazon.com/images/M/MV5BNzFjNjc0MjgtMDRhNS00NjUwLWE4YmMtNjA4ZWZmODNkNTg1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Drama, Mystery, Romance","Lee Young-O is an excellent neurosurgeon with zero sympathy. One day, he becomes involved in bizarre patient deaths. He also falls in love and recovers his humanity.","Jang Hyuk, Park So-dam, Huh Joon-ho",N/A
Serendipity's Embrace,U-yeon-il-kka,????,TV Series,2024,N/A,1h 10m,8,1,1,7.4,900,900,https://m.media-amazon.com/images/M/MV5BNTYxNzY2MjAtNWU1OS00OTI3LWJhZTgtMjBlMWFhZjk0M2IyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Korean Drama, Comedy, Drama, Romance","Animation producer Lee reunites with Hu, her high school heartbreak, a decade later. As old feelings resurface, can they give love another chance or have they drifted too far apart?","Kim So-hyun, Chae Jong-hyeop, Yoon Ji-on",N/A
Psychopath Diary,Ssaikopaeseu Daieori,????? ????,TV Series,2019-2020,N/A,1h 15m,16,1,2,7.7,890,890,https://m.media-amazon.com/images/M/MV5BYTA4YjFkNDUtODBmMy00MjcxLTg5NzUtYTMzNDNjZTJhOTQ5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Comedy, Crime, Mystery, Thriller","""Psychopath Diary"" is the story of Yook Dong Sik who coincidentally picks up the diary of a serial killer.","Yoon Shi-Yoon, Jung In-sun, Park Sung-hoon",Watch on Tubi (https://tubitv.com/)
Moment at Eighteen,Yeolyeodeolui Soongan,???? ??,TV Series,2019,N/A,1h 5m,16,1,1,7.4,866,866,https://m.media-amazon.com/images/M/MV5BZTMzNzFlOTItOGU2MS00YWFlLWEyNjAtYzNhYWEyMmU4NDEzXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Drama, Romance","A misunderstood loner is drawn out of his shell after transferring to another high school, where he comes across new ordeals and his first love.","Ong Seong-wu, Kim Hyang-gi, Shin Seung-ho",Watch on Netflix (https://www.netflix.com/watch/81211266)
One the Woman,Won Deo Umeon,? ? ??,TV Series,2021,N/A,1h 9m,16,1,1,7.2,833,833,https://m.media-amazon.com/images/M/MV5BNmZhMmMwOTItM2FlYi00ZjMxLTlkMjEtYTFmZTdkMzQ0YTdhXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi3113927449/1434659607842-pgv4ql-1633940219960.mp4?Expires=1730938298&Signature=D36ds5057PItVS8Nwm1CFZKh01cJdRajlMwf88~A0WZYQ1NMYjKNXqH-7yZJag8Y0OvJylAtCrSkLiIpA7ggOaYz8XS9HkUeG3-lRQHaBv7~4fbB8p0uDSgAk4wB8mgXMAvGsw8AJuM2uHJIYu5zbLGtz055EbXxO9ujpr4uOzZiWtKAX0-8NgG3fyVtgnTeqz~dXnDH6CEFSgWTtVqKTjDzYFmGCbVoC9SlkBjOzsp-YwFCD86Dewx2-HbLf1TjSC5DQ120h~4t3G2qlafi3Rzd84nnWu27F6r0jr877~sg22LRJhyXIUebc8N0oeJFd4Jn8VJPsOALxphtLNPxNg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama, Romance","Tells the story of a tough and rogue female prosecutor, who one day loses all of her memories and changes places with a conservative housewife who looks just like her.","Lee Hanee, Lee Sang-yoon, Jin Seo Yun",N/A
Melancholia,Mellangkollia,?????,TV Series,2021,N/A,1h,16,1,1,7.3,830,830,https://m.media-amazon.com/images/M/MV5BNGI2Y2E0NTktMmI4My00NjI2LWJmYzgtYmQzYzA2MmJhNmVmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi1743700761/1434659607842-pgv4ql-1637647867554.mp4?Expires=1730932877&Signature=e~0Z~ZG0XzLJCKTM2bgZwmXiaDfj0PGh-NNFxehkV3rY6QLNR0zk33Nvw4NhiGvz6viY137c~1ZwlbuYbLLKPzEsvJ3qUA2oewzGZ2uBXkuuOXY8oHpsbISuOl0P0Vq~UEGdGcHzLSp~w9pbH5Rzk2B~matC~AmHWXnFNGkS-I7WV6kCxpXRq018mCD2fJfbkcPUX~ER7dFEb2vJzpWp5ptMeIxtNon~5zUeMhYhrYFrGkRRLnVpM-6PFAYDCpSdcNMwUeXdIwkZcCpUhTRyFWkO63beM-Ny9dyYE42TW5ptXImFcofMCLKjqGouAmT-VhtZk~-I8NH6~zycPwvO5w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, Romance","Set at a private high school, a beautiful story emerges between mathematics teacher and a genius mathematics student.","Lim Soo-jung, Lee Do-hyun, Jin Kyung",Watch on Netflix (https://www.netflix.com/watch/81520258)
The Last Empress,Hwanghooui Poomkyeok,??? ??,TV Series,2018-2019,N/A,59m,52,1,2,7.1,821,821,https://m.media-amazon.com/images/M/MV5BOGY2YzEwNmYtYWEwNS00MmY5LWJlNDctYjU5ODg5NzI2ZjU0XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,Drama,"In an alternate universe where Korea is a monarchy, an actress marries the emperor. As time passes, she gets caught up in a power struggle and the investigation of a murder that threatens the regime.","Jang Na-ra, Choi Jin-hyuk, Sin Seong-rok",N/A
The Last Empress,Hwanghooui Poomkyeok,??? ??,TV Series,2018-2019,N/A,59m,52,1,2,7.1,821,821,https://m.media-amazon.com/images/M/MV5BOGY2YzEwNmYtYWEwNS00MmY5LWJlNDctYjU5ODg5NzI2ZjU0XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,Drama,"In an alternate universe where Korea is a monarchy, an actress marries the emperor. As time passes, she gets caught up in a power struggle and the investigation of a murder that threatens the regime.","Jang Na-ra, Choi Jin-hyuk, Sin Seong-rok",N/A
Seven Day Queen,7 Ilui Wangbi,7?? ??,TV Series,2017,N/A,N/A,20,1,1,7.6,811,811,https://m.media-amazon.com/images/M/MV5BODRlNGU1MmItZGRlMi00ODg4LTgwZjgtMWQ3MTlkMWUxOWZkXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi1994441497/1434659607842-pgv4ql-1636631828410.mp4?Expires=1730938996&Signature=RX5On4wLhTMVbIPfA7VcismeC11OkXakpovQZiEDAOucUYNFk999PGFqCnpNPpUp0Ot3HxwOC4gmyUuPhiiz0Wela-M46KU-57jtFehK9R4u2ovp39Edqn1TFFBJphO8Zp4sRyqPUBf469dx3wdIbs2IK74vnHWc2HwGm3-VGepbEI1r-kBpSp9A-XNgVVpWf82jzjuR18lubYN69eB0KrAS7LRuEMkHoJjGpyiu4p2pMrbRU-8BGwCdaf7YKny7bGZ7TCDlq-uiJQU6I1MmABhKJWxVHC1OlsypY18kRDQWqq-OIXmTtC-8tlIp31EybXwhFXdi2~ZXpusMgUJ7LA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Romance","Chae-kyung, a noblewoman, marries the crown prince, who eventually becomes the king. After being a queen for only seven days, she turns into a victim of a conspiracy and gets expelled from the palace.","Park Min-young, Yeon Woo-jin, Lee Dong-geon",N/A
Father Is Strange,Abeojiga Isanghae,???? ???,TV Series,2017,N/A,1h 6m,52,1,1,8.2,802,802,https://m.media-amazon.com/images/M/MV5BNTY5ODQ4YTktMjBiMS00ZjIyLTkwZWEtMzMzYTBlNjEwOTI4XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Korean Drama, Comedy, Drama, Family, Romance","A man's peaceful life with his wife and children is turned upside down when an actor, who claims to be his son, turns up at their house.","Kim Yeong-cheol, Kim Hae-sook, Lee Yu-ri",N/A
Welcome,Eoseowa,???,TV Series,2020,N/A,35m,24,1,1,7,791,791,https://m.media-amazon.com/images/M/MV5BZTM3MGRmMjMtYTY0NS00ZjI0LThmY2ItN2ZmMzFkZTMwYzJlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Comedy, Fantasy, Romance","Adapted from the webtoon series ""Welcome"", this TV series tells the story of graphic designer Kim Sol Ah who brings home a cat, unaware that the animal can turn into a human being.","Kim Myung-soo, Shin Ye-eun, Seo Ji-hoon",N/A
