Name,Original Title,Show Type,Release Year,Age Rating,Duration,Episodes,Seasons,Years,Rating,Number of Ratings,Poster Link,Trailer Link,Genres,Description,Stars,Streaming Services
Strong Girl Bong-soon,Him-ssen yeo-ja Do Bong-soon,TV Series,2017,TV-14,1h 7m,17,1,N/A,8.2,19K,https://www.imdb.com/title/tt6263222/mediaviewer/rm543320577/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2022425369/1434659607842-pgv4ql-1635147705423.mp4?Expires=1730700405&Signature=UsJ~IWgffvYrtGXZUKNlQY1gTLGagpElainAkD6NcVd6YeCumzpJI0YoRRWtG87Vzjaf0ddJh2~ezcXejKvgTVkwQ~YX4cEVe3yLWqCBqLy~3WDMYzBmPTRIHmGWtbGf7qUqlULdai8~a9jbhA8Qiqps6LS9MGCNOdW2kEp3X~LcIS4sPiusF5EXGP0Ldh5cFnbo9O27yZEWBoULfYYPjXIA0Aw9vOPKiuLmmmtB9SyjKdHN~IZ6Wu86kLokCkaq89yhz2-yKJukJgK~HvTzF73555EvmX2GuYY9cjacoa1bCdW7NFJ18YITLmNd0RVUhF819vL-XZTneS9JY9RIQg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Comedy, Crime, Drama, Fantasy, Romance, Sci-Fi","Do Bong-soon is a woman born with superhuman strength that comes from the long line of women possessing it. when Ahn Min Hyuk, the CEO of ainsoft, a gaming company witnesses her strength he hires her as his personal bodyguard.","Park Bo-young, Park Hyung-sik, Ji Soo",
True Beauty,Yeoshingangrim,TV Series,2020-2021,TV-Y,1h 10m,16,1,2,8,17K,https://www.imdb.com/title/tt13274038/mediaviewer/rm2397953537/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1678819609/1434659607842-pgv4ql-1608221787359.mp4?Expires=1730699929&Signature=YcMG-LqwFVgNzFFpX0rItxz~wXKqlU6wvBQx2bfvH5EeqQysOOiZQfOPS19q~WCBkth-7DqaVZFfZRGFzqQB~AOSFHhXB0KMExk3s6kQSZqEXxEBkrJ0QeVJXT2JpdTBZG4cKeJz1Ip8A5HTQ9LyZeWZZfLn0bIIO4w7yt5lIid8kbodbZvXqgFlZQtRy6Jwlsl9o3pTnjKhI5eEMov3J4Iy~YmQI~zD07r2IiUCuooxe84xdPqk5VbqDEEcWkUlzLjJe9kifrN64ioBA~fPneeoD2fI5KeCoU~Dlf6D3ZHaUMuz6fiMtJj6GE77-NKcKNyF~41bjB7qmCD0-z3-5Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Romantic Comedy, Comedy, Drama, Romance","After being bullied and discriminated because of her ugly looks, a high school girl transforms herself into a gorgeous ""goddess"" and quickly rises to fame after mastering the art of makeup via online tutorial videos.","Yaongyi, Moon Ga-young, Cha Eun-woo",
My Love from Another Star,Byeol-e-seo on geu-dae,TV Series,2013-2014,N/A,1h,22,1,2,8.2,17K,https://www.imdb.com/title/tt3469052/mediaviewer/rm853926912/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi4085433113/1434659607842-pgv4ql-1634560942988.mp4?Expires=1730702673&Signature=cLxDMnwXqq~Qvn8kxOo1olu4yLx01QyKqN-~ouDluOK0xUK6xAdmFPZRL0j2RMo1xdNBnjHdX6oNycGjWrk7HZ4MGKj3EMbNhkoNYyNVrlMO7J~tOHRcDlBcpXCPdqXoLIpYEuCbie~9JG3bdq8l3ahlEUNabZEDSKFNLtGUoN~-P6UQrmohEpC0Y-wQpeROADjvN0eHUwn8YaPNSQgUu0TySZWtuKfCM3LT3Zd2uooSr3wxiaWyOKaZDA0eJPu2wPQ9VbeT2VNVyf0Pj~yPByBqDOflhtXA8wojlBdDBRhr6tt5A6nOf3XJYlv3HGa14AANHNBuQ0hewNh7PIx3Gg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Comedy, Drama, Fantasy, Romance, Sci-Fi","Do Min-Joon, an alien that came to our planet 400 years ago, will be able to return to his planet in 3 months, but when he meets famous actress Chun Song-Yi, all the centuries he spent distancing himself from humans come to an end.","Jun Ji-hyun, Kim Soo-hyun, Park Hae-jin",Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.feb8f111-2b3d-48b1-8e15-bfbae1e9eae7)
The King: Eternal Monarch,The King: Youngwonui Gunjoo,TV Series,2020,TV-14,1h 10m,16,1,N/A,8.1,17K,https://www.imdb.com/title/tt11228748/mediaviewer/rm875213313/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1440923161/1434659607842-pgv4ql-1587648543957.mp4?Expires=1730702855&Signature=Gtv0~9rrN1gu~JxxrV3kSBFFRROY2h1Ufblwz~1t8h3EKwvBMMUlZd~qKHVSppUQrAqdmnKVRexHuEeg-0GkwoOKZglPE79moLfly2UeFEERAQI2Zx3FEv-615wLr8TtuGQBC3zREft2K204~xz2xMiqY7CrfLNCbdr5KJqVpwusnA2IaECcqHIrtbNARwL3OyKvqnM6LppyUAH8vR9BtjydBN285Mrm7JCQ8CPdfAA9EYUQlUIZ1c18YJsjWJogoCvqhmaqHCCvZ6OSRix01wBQcPTejSiZAN73C7NYxlPhPHbm5mdeIywIq7HJVZMmTEo8rju96rRLzfAUeyv4vg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Fantasy, Mystery, Romance","A modern-day Korean emperor passes through a mysterious portal and into a parallel world, where he encounters a feisty police detective.","Lee Min-ho, Kim Go-eun, Woo Do-Hwan",Watch on Netflix (https://www.netflix.com/watch/81260283)
Start-Up,Seutateueob,TV Series,2020,TV-14,1h 20m,16,1,N/A,8,16K,https://www.imdb.com/title/tt12867810/mediaviewer/rm2822086913/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2113782041/1434659607842-pgv4ql-1603290452524.mp4?Expires=1730700951&Signature=iHpO3RzBZTgeg1rL028qyKJuDHnX8DxpjtVdMMLtX9D8shL9r5M6qJkhHT5nRV-BoyT-umrboscfaVAH3ycGIrvonLCJfABWVztbWnZoQnRbPHfafBQJQQBpFIRvnknf5NTLU4tL-uSYeyHK-2uiq8MYsnMSlU3SN-g2sEdT09dea27Bh8duDWJL-6NisXzbnWFI2emKp0-3AYLlDfqGk81q36adKLSqCeKy6Tb8ix1ejfVjwV9RBCSHiic1XjxlRNSjQzgj0wCWNTMkYZ6dFX9K3eYgxUvI9E4acZVPRAnaKNwA4zHrTyMVYo3VMeiMvNOP~NDiexNYl7zRV8Ukfw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Feel-Good Romance, Korean Drama, Comedy, Drama, Romance",Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Korea's high-tech industry.,"Bae Suzy, Nam Joo-hyuk, Kim Seon-ho",Watch on Netflix (https://www.netflix.com/watch/81290293)
Queen of Tears,Nunmuleui yeowang,TV Series,2024,N/A,1h 15m,16,1,N/A,8.2,15K,https://www.imdb.com/title/tt27668559/mediaviewer/rm104810241/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1957086745/1434659607842-pgv4ql-1709569322202.mp4?Expires=1730699717&Signature=qb8aBF6lLTx-s9b9O1f8is3FoySe2Yx45Yd5Xv5Myu23fjagRbp9Edu9EG-DogcZiyERsgkPTy8mYFwT3G5HxmqQQrOm60v8WeFRewTtx05hUN5qT0tMIna8dnzU6IYeaUN-qEIId2~cngLWtIskXFxYhIq6cBoOL8yBhtuu4VaPyO5DRtb3b73y0DhOpP~U7Ps1OH6I~dpAj-du-xi38KMhUu8kr3I6nzOMX3x~x4H-xyRtuCfkBOXiCAayptWsFIibKWLjnuNMFm85T4iSSO3fWS3raOs89C~UU061JRpUEo27Gn6uGchXoRcwKYTLMlTZYljlSX09dPW6qDQPUA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, Family, Romance",A miraculous love story of a married couple overcoming a dizzying crisis.,"Kim Soo-hyun, Kim Ji-won, Park Sung-hoon",Watch on Netflix (https://www.netflix.com/watch/81707950)
Bloodhounds,Sanyanggaedeul,TV Series,2023,TV-MA,1h,8,1,N/A,8.1,15K,https://www.imdb.com/title/tt26315487/mediaviewer/rm2165124353/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1096795161/1434659607842-pgv4ql-1685112478509.mp4?Expires=1730700447&Signature=HJwTWe7Fu5Ia~MKmkF73yEtlb4f~ei3vwS-EADsfVJ7eoVGIAnG4bncDoygNjBzbuslukrLA2-YACvV8-HfbNx8isECw~WN~hQAPtR3m0OWq0kUalF~uiJCfrivAbFEHNH55q8PGNqhVDAunLQHdGDE7GtJRkzCIQHCyNisfn5oVQYq7j1V6lm9ZvA9r8f5MWsGlxp8XAEw-kR24zLIC9lHi1gl4BP5nc5H00ghv3vcuHuQN7pxDOE4r~qXypkMRqhuGIXyqzjswABMQqnDy--uwt6b4ptiyScbrfVmNsPCxLFvljtd4vdL4coRj0QbTdAMvIkShwfHOMYLgFchbeQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Tragedy, Action, Crime, Drama, Sport, Thriller","In order to pay off their debt, three daring youths jump into the money-lending business while confronting the rich and powerful who prey on the weak.","Jeong Chan, Woo Do-Hwan, Lee Sang-yi",Watch on Netflix (https://www.netflix.com/watch/81444051)
Death's Game,"Yijae, Got Jookseummida",TV Series,2023,N/A,1h,8,1,2,8.5,15K,https://www.imdb.com/title/tt26225038/mediaviewer/rm1277381889/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi421512985/1434659607842-pgv4ql-1701784333293.mp4?Expires=1730700559&Signature=VsmAlJe8GzM2I1T2U-yW8BQ94CkASFnw8HdZHvmlsj8tNI9QDVkkzfiVc~rnF38RIPUUlVBC9s7nhCIURRdpsFoD90xKkD8R3bN8RXtW0SPX1JBMm0b0OWvRv3UT0VLuyT7idOyklQckgbUpV~R6xkDyR3jf6mSFPa~tfNZ5WGWGbh3vMdHeptbf9fKocKG8R3vS~gCet8q~AkKz~K0UvR-4doGR4ZGXBjU8OYuhJm19OlPjYZ-969DAsQUMhBnNxUcUcvwI9cBnkk5CwqySn94wubeTzptdPys0dQk3yr3EVh~jSvvaz6-ylvyuD7BIF2POFfbYFwvCxoczXbdTVg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, Fantasy","Facing hardships and contemplating suicide after a series of setbacks, a man is confronted by Death and tasked with experiencing death over and over again through 13 other lives to earn the chance to live.","Lee Wonsik, Seo In-guk, Park So-dam",Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.e697b15e-1746-4d3d-8141-7909efacda7f)
Twenty Five Twenty One,Seumuldaseot Seumulhana,TV Series,2022,TV-14,1h 10m,16,1,N/A,8.6,15K,https://www.imdb.com/title/tt17513352/mediaviewer/rm3440895233/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi839631641/1434659607842-pgv4ql-1644282457413.mp4?Expires=1730700698&Signature=E8cKUfoDqGhXJ10ewY5hkS6Vr8s1jwrkmuQbR9HO-E03konot5bkmKRE-oFnC~1pF7ZTxxq2HGWG-Y0nEUyq-Lgq3G0jjlDTv64K2dzb7-0jbx4OkKgxRW9Jqt57-GL5WS4UlgrJ3HRC5A4CKozaGlo9bhcsJ5AEGLQZKdfFww3voKZZvjb8TIIShLxGCI2ZbiWmyoeE5wNSXA2EHz9wW~lUJcWgGitmf1xwhuIMJc7r2lu7P9ZovElnVMkpYKJkwYbJy~D6Pl5g2aPLx2Z~AwUeItMKsKJofOh0WlC-MQNoYDsLDaY7fN1KRN6ZMsOUDb9xqjBwf8XOqE4BSgHeNA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Coming-of-Age, Korean Drama, Drama, Romance","In a time when dreams seem out of reach, a teen fencer pursues big ambitions and meets a hardworking young man who seeks to rebuild his life. At 22 and 18, they say each other's names for the first time, at 25 and 21, they fall in love.","Kim Tae-ri, Nam Joo-hyuk, Kim Ji-yeon",Watch on Netflix (https://www.netflix.com/watch/81517168)
Flower of Evil,Agui kkot,TV Series,2020,TV-14,1h 10m,16,1,N/A,8.5,15K,https://www.imdb.com/title/tt11691684/mediaviewer/rm3937053441/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3197878553/1434659607842-pgv4ql-1601555809281.mp4?Expires=1730702539&Signature=kamOMHHHm1h-SlaYZ0Ej7HGqW~R~JJ7wSnJzIs2HhF8qOJjkt81Nww1mtW8M2v2MMCz8MYaVPCsUW6hmsbbK-jYDuxofY516M6olhe--bT6ikB6I3x47Zu1F--BppsgdFR9v8Qb7IZifB8ds3ZDditHXVOm3MtUjAygmd~6vRD3xWJ4XZdyUPJBBueGmbNCSyIRdiSZrVFecInlRuIzW-OzR-QvOqXVwFC0NV53xd3PKksbGtO~Xn8jgJHpRy5vh0hpPadafR8UMlymtt5FGIRRXDCb3i96~ZLpg~GORJPmRv3zQCg-C4g~PfzV~TJIbp1ZpJw2LgJZyrJ7H~1HhKw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Crime, Mystery, Romance, Thriller","Although Baek Hee Sung is hiding a dark secret surrounding his true identity, he has established a happy family life. But his facade begins to crumble when his wife, a homicide detective, begins investigating murders from 15 years ago.","Lee Joon-gi, Moon Chae-won, Seo Hyun-woo",
Hotel Del Luna,N/A,TV Series,2019,N/A,1h 20m,16,1,2,8.1,15K,https://www.imdb.com/title/tt10220588/mediaviewer/rm2995232513/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi4206871321/1434659607842-pgv4ql-1631895143780.mp4?Expires=1730702244&Signature=TAp67QnMfcMO4j317sKJREFYl2kJoyxObExF1xP35u0XIhhzgvCsCMjIjxQ91GsADRrHfvXOMS-g50Rr7JdNDzmaB8Poz2l9IyIJ7Foiokg4GkYnYAjbgi7~8YzbEmt5yiTG4~oLxnkKYZxbtxuRDm3B8mlOf~MMqmUUrQIkCNHfnqwGZwnS5-ccjHd0WBYJDg8BmZ0qfxbEWF-VLk4HgaZLFI7ZkTeH69hOe5Gaiu2Hezp5A1jfoWcjlQUpfv6R-4qPk4hGNLSlQGaiBH4aufvucruhqMYir1AGAe9JIDhLLuNRAZsz-t0tBruXB4dl5o1TsC9Kxa5xgW2m7TRQDw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Action, Comedy, Drama, Fantasy, Horror, Mystery, Romance","When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world.","IU, Yeo Jin-goo, Shin Jeong-geun",Watch on Netflix (https://www.netflix.com/watch/81205849)
W,W - Du gaeui segye,TV Series,2016,N/A,1h,17,1,N/A,8,15K,https://www.imdb.com/title/tt5797194/mediaviewer/rm2481064448/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1602536217/1434659607842-pgv4ql-1634625154040.mp4?Expires=1730703244&Signature=a-NkbxA~rUR1D5vvf1Sc9TzhLAYNn~PfubcROr3s0pzmvNYzj1QlIwcW3i7yI1MmJ65PpJqv6LKJUqfXwGSuDktSLfwVSkBSAoyGv7sLyLRk7I6laVCBSF6nmOujn3NkB6MTFSMKWjy6g5EjwYWXww-4tWeJgLCQa8baQ~VuI0cQpqRFInUcn-UqY1e-aPJjjsQF867deHD5k3mNdC8rl~JQMB68qzHUvzHTCVoSD-DKbD5vr3BK7scygkS9iC6rBe1-hXkIA-6ePtwH3eK69QMzwEEjetojWLhgCBmHi4b3bXDh6HpDEEWdlBjDXb0soAbuCp4tkLD-gJ9016BNfA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Action, Comedy, Drama, Fantasy, Romance, Thriller","Yeon-joo discovers that W, a webtoon created by her father, is a living world and saves the protagonist, Kang Chul. A confused Kang Chul falls in love with her and follows her to the real world.","Lee Jong-suk, Han Hyo-joo, Jeong Eu-gene",
Weightlifting Fairy Kim Bok-Joo,Yeokdoyojeong Gim Bokju,TV Series,2016-2017,N/A,1h,16,1,2,8.3,14K,https://www.imdb.com/title/tt6157148/mediaviewer/rm3032771329/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1233896217/1434659607842-pgv4ql-1635140251381.mp4?Expires=1730702895&Signature=sRoX7KICzE2ZdS-N2UlxNoH1~OJoTXMhKZ0d09Yy0VhHwjR4EYTGURAO5CBiNlQlA44MOWGG6PTOv3p6XQ2NB034sBOIDgtPwlA2iJnbD6Vw53-hYQVmi7Qf-v5rMCuLfg-5CBaXAO8Kat2U8q9DEZ2FmJOQqlv047U-nxcx2MGzD96Fl-UbMgQlbwQkh2eRypmsd2XkALL2o5Xx-1FWby7jpKZymcPlhclK6SdlUadE3HGEYRCKWiBQ~1L5tPhuzbGmHO9sXMlu4OYWpFAVXkcZu9xxT4-b2vFn8ZpQZvrttXh-E~SUFBlbgS9M-tTRHX9fF6L-~SFYuP715XFE6w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Coming-of-Age, Comedy, Romance","A coming-of-age story about a group of college athletes who are fighting for their dreams, experiencing and finding love in the process, and growing every step of the way.","Lee Sung-kyung, Nam Joo-hyuk, Lee Jae-yoon",
Legend of the Blue Sea,Pooreun Badaui Junsul,TV Series,2016-2017,N/A,1h,21,1,2,8.1,14K,https://www.imdb.com/title/tt5766194/mediaviewer/rm3873769216/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi4161585177/1434659607842-pgv4ql-1626319239855.mp4?Expires=1730700646&Signature=BAIA8E5h--iTSyvv4IJzXgKrbYNHHz~cXPAOEA4AFzglSrV~wAWbhQBxSeN01hnU~o7AxDUeS1xftSW3LDlTSDg8aGqcT2mmR0O3Dd6D8xStDbQLv665ZNbT2hyAyZQjRcaCCo1TkVa4FrUoz14jfwUPFsFdoUJkVJ1bCNlJtOOOlMW0V7tt3KY7jwztei9OWAY7ehdgAOOerkHWwiBCFOWAii8JYp-bwJVQ99RqpS9caqOiEMXGJ9iH~OgSDgKHfU~x0kV0-AvNnRyABg4~pM7luYPxoU2AxZ8E4TkqyGvZdmj~9iMc2bg385VdkklqW~NQuzh9NSkrciqF0fzKUA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Sea Adventure, Comedy, Drama, Fantasy, Romance","A mermaid from the Joseon period ends up in present-day Seoul, where she crosses paths with a swindler who may have ties to someone from her past.","Jun Ji-hyun, Lee Min-ho, Lee Hee-joon",Watch on Hulu (http://www.hulu.com?d=Amazon)
Tomorrow,Naeil,TV Series,2022,TV-14,1h,16,1,N/A,8,14K,https://www.imdb.com/title/tt18926162/mediaviewer/rm1106451969/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi524993305/1434659607842-pgv4ql-1647956542189.mp4?Expires=1730700106&Signature=DnUmDcWDThCIn45g-Co5LWLRY5DH-ReIrrBpcnIVg91VN1qdpJSdkmifsvKi0XTIw2t8cOeuVORjf1pExznkFw1i14frMfowXo-3ne7GvPqppFgvCFYCX8FBS9vvf5HVdyQuqRGJw5P-oP~lK2aXbwci0-LFYyId5aMTkw5~rp6cs0yw-OC4zjFtF-D2x3ckIhzkAwpD8FO9UncL3izfRju7TKSp3F31lnPYpacanTfp0ao0iQQELEU0Jaxe6MiJDghGhqz15fww3XoQPenxUEVJuArn9CBw1f7Rt3tI9p7Btgt0pI0ehOUDC-8TxASH0Nz-wQ4k4VPrK7K29gUnpw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Supernatural Fantasy, Action, Comedy, Drama, Fantasy","Made half-human and half-spirit by accident, a young man is employed by a company of grim reapers in the underworld to carry out special missions.","Llama, Kim Hee-seon, Kim Ro-Woon",Watch on Netflix (https://www.netflix.com/watch/81503460)
Reply 1988,Eungdaphara 1988,TV Series,2015-2016,N/A,1h 30m,20,N/A,2,9,13K,https://www.imdb.com/title/tt5182866/mediaviewer/rm346128641/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi726122521/1434659607842-pgv4ql-1630086261495.mp4?Expires=1730737225&Signature=ctUvHbhTsLGiHpaKrJ~psA8JTGxYvt5XvU8oZCwpaZBjM1hKJQCPPHpf3pfLBgJDyZxY86K9eqaW8EYdwTFVC4n4DJo8WLwYXyENE4cWdYz1-uC2K-yQc7g0gPWZ1qd64MBb3jEtjm9Iv-OPRjvW5GIFQ-RPX2AvGFvmoesPp6oK9xLDmuZILZU11l3hcTG39rzgiDFNAIYO6e7lI-Cb1Mkbcmsu52WjCaalCcJqfSXhj7UZuIi5JxeT8Ev6u~h~uRbkSQ0aDxPiPQ9cideZTgbM3dJgcTeg2daLCUFSNn7ymYIwq3oTw4~Sf-PhBooMdcpIPzp1S83i~7WDKMVu5w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Comedy, Drama, Family, Romance","Five childhood friends, who all live in the same Ssangmundong neighborhood of Seoul in 1988, lean on each other to survive their challenging teen years and set a path for their futures.","Lee Hyeri, Go Kyung-pyo, Ryu Jun-yeol",Watch on Netflix (https://www.netflix.com/watch/80188351)
Gyeongseong Creature,Gyeongseong Keuricheo,TV Series,2023,TV-MA,1h,17,2,2,7.3,13K,https://www.imdb.com/title/tt22352854/mediaviewer/rm545868545/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3010446873/1434659607842-pgv4ql-1726152132578.mp4?Expires=1730700241&Signature=SJxJeQsTRHa34b8e4PLLo7UGnW1K45Oy3FS3BiuZdkTqa7YXxVZZqPuBs2ao~O1R8FJjE1gj~-Dn4kdekPe5uFS50BWEjYpfoBb3cE9HM4Q~oXHdC-wudN18b30jmKEqLywjWuNL5yEO9-A7Xv9SPsCe-jcEvZ6DMgHOWoU7t240wDqOik~v5amenb6c9NnYc5MOoGtRSvNIMe4ukXkKJsKAT7YTw756lIwaIc6JupqklRoJMLPJZYxK44EcR0PgxdEFHiDmeAmqh1WVEqHCvY0Um-nNO-2FREDW6XvP9joR5YmZmnhi3Y8H1oKmTQKdynC9EbdbZ5eZOQQLSFYuBA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Action, Drama, History, Horror, Mystery, Thriller","In Spring 1945 in Gyeongseong, during Japanese rule over Korea, two young adults confront a strange creature born of greed, and battle against it for survival.","Park Seo-joon, Han So-hee, Kim Hae-sook",Watch on Netflix (https://www.netflix.com/watch/81618079)
My Demon,Mai Demon,TV Series,2023-2024,TV-14,1h,16,1,2,7.7,12K,https://www.imdb.com/title/tt29569035/mediaviewer/rm2857390337/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2116601625/1434659607842-pgv4ql-1700054666977.mp4?Expires=1730699878&Signature=BwI~da4DquTp~wlBJyW~xR-GoiiyiFe5VR0iapnAalU9EmhO4CBFxh7dWdGYZFFEJg5l6geDV53YqzCRqz41ne3Snd-5gzp2GWSgx-Ki8MAE4STegMnKqDqHROMpF5-jVWb5vVrLnyDnTz6KLJwLsf~fE3DjR15KvGQVuE4LGP0TvTx7nNAmD60nuDoyKeP8A7IC2nUyrDt35o1uTv~1iNs3Z0eafIns2iAYbAYNr7EOJ2sfqhoT6efT106TZZyGXVmztoRfDVP-P7HAHOI6yYFKdF0OHihrjkfqbJKr-KkLuIVqNmYP0rBSx6PuOOAvGAVzRpiZsUKDLvTqgRenWQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Romantic Comedy, Comedy, Drama, Fantasy, Romance","A pitiless demon becomes powerless after getting entangled with an icy heiress, who may hold the key to his lost abilities -- and his heart.","Kim Yoo-jung, Song Kang, Lee Sang-yi",Watch on Netflix (https://www.netflix.com/watch/81716080)
The Uncanny Counter,Gyeongiroun Somun,TV Series,2020-2023,TV-14,1h 5m,28,2,3,8,12K,https://www.imdb.com/title/tt13273826/mediaviewer/rm2858690049/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2677393177/1434659607842-pgv4ql-1689775929186.mp4?Expires=1730737930&Signature=iQdPCt1vAvsYeq33mpdIj2J2NcvzQOWqdJNCtUO4odAd-1EX5Xp~SvyKRX3luTvtsSo0PgN4E6TLtBPXjJscqR0DLRZP2BZ39sYY161RxTD0WspCOTuIgPMrGMldkpcfX2WfmpXRfYL09mBR1yFxlrnJYQG4sTEax3lEN98i4CmEnNdbzq8HM7~BJoJsVe6Awb2R0XlhEMyGkmyg4UYjuNemETZpxE4bh2aoPqiQOOdHHaAGuDDGuuuvNdMKBNgc7mw4RPzqmZlQhH0lgS-2uzlOCv9Dg937RNGZCnwpgD7LcDwc9NYCij~DJEsOdQHXIELUbT7qTlqpbgD5Wp705A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Dark Fantasy, Slasher Horror, Supernatural Fantasy, Suspense Mystery, Action, Fantasy, Horror, Mystery, Thriller","Noodle shop employees by day and demon hunters by night, the Counters use special abilities to chase down malevolent spirits that prey on humans.","Jo Byeong-gyu, Yoo Joon-sang, Kim Sejeong",Watch on Netflix (https://www.netflix.com/watch/81323551)
Mr. Queen,Cheolinwanghoo,TV Series,2020-2021,TV-MA,1h 10m,20,1,3,8.6,12K,https://www.imdb.com/title/tt13400006/mediaviewer/rm3337411585/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2919743513/1434659607842-pgv4ql-1626076853246.mp4?Expires=1730702641&Signature=hBZ58O-oPeJTp6PvY-N4pCVVAReNmb9xqcW5UmCmLVIjpb9KVljcbep-ydYHoBoFc8aas3AluQlBYIuXGIVXJasXHKsiKp2Dr8i13BAyB3ju4g0RLvnFN5THWmBobHoGKrjwJ17uEqENfNnuCjWTjJRv~osjCFf-VFDqH0DyLjtMWYO6WAk9crG3LORDq6kXgSGk5zTuTj1ojZOufh1XmuEn8Xj2a86C1U9hpWrKQNgceisYLbnvRxkelWu70RXxZx2zDQVOdYbAJw6BlxlC5OuEuWMYr195bDEFcq6mmWxpN9IZhvsDJgzBsgJZxYs0LEDiJy69ocIXj27CRgE98A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Body Swap Comedy, Comedy, Fantasy, Romance","When a modern day chef gets trapped in the body of a queen in the Joseon era, chaos ensues.","Shin Hye-sun, Kim Jung-hyun, Seol In-ah",Watch on Netflix (https://www.netflix.com/watch/81422314)
Healer,Hilleo,TV Series,2014-2015,TV-14,1h,20,1,2,8.4,12K,https://www.imdb.com/title/tt4284216/mediaviewer/rm3758221056/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2978792217/1434659607842-pgv4ql-1635233503124.mp4?Expires=1730702266&Signature=Z~-mXlYDDTnFRxH8Il5FnWp~fvreKuHOcg1UJtb69rwcw5Q7MP~GHsLwq65V8h0VNb6qU-qOHKow4cmCyoWKhqyKKvDzzfdaALqWnjVQiB1Hl0yGGCK-1MiIeO8OqeDuPo46mu6pOBP9LDi8lUMFbd~6skxlXGRQIm1NkO09OTGpO41xtQmIAk90OuDVArL-qUq~KauNBxxUxUokD9FG7wg8qGh0Q~Tbpl275YUfmrva2KM2Amvv-O66HqG-tBTrWDazo~YMCXUEYAUgToxbnM9KJhOWH2LBle7ayNre26JSoQlpLvZ6lZF58gah5aEiv-VDoUfVvPAPf72yVGF~rg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Action, Comedy, Crime, Drama, Romance, Thriller","Kim Moon-Ho is a popular reporter. One day, he learns the truth of a case that took place in the past. He intentionally approaches people who are related to the case and helps them. While doing so, he agonizes over the truth and beliefs.","Ji Chang-wook, Park Min-young, Tae-Mi",
