Name,Original Title,Show Type,Release Year,Age Rating,Duration,Episodes,Seasons,Years,Rating,Number of Ratings,Poster Link,Trailer Link,Genres,Description,Stars,Streaming Services
Backstreet Rookie,N/A,TV Series,2020,N/A,1h,16,1,2,7.5,5.3K,https://www.imdb.com/title/tt12516712/mediaviewer/rm1482844673/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2541534745/1434659607842-pgv4ql-1595861986444.mp4?Expires=1730703538&Signature=otLNbRir6S0ITzp5mgli~snqWw5esuBqfQahB~f1dvPeEMXfW6ijHJ2OdA3-XAvgCwKvbZjG5IZRDv33EN5PjFfQCxyS0L~5LlXUDoF5kI1AxYGW-zBN-v-ZU-BMbb2SNDrD2Q7PR-F1dO8dQ-ZUHejPDsmSm1ol4xtC7eooHXA5Ghr3INIBFTiB5eExmtM02rxYGUZxpsn7DWNZWduvGke1496gBT-XtJyXHGoF0KDZbwg7CA3UsBwf1SiuZsdITvOPo5XGlm50tFtQf3tkJIFeIKldIPnPSfotzAk~QUdZ5EXa4x7wZcpti4ijXzMvfCyrRRHT9z6cnXFMHxUQsA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Action, Comedy, Romance",A former troublemaker applies for a job at a convenience store owned by the same man who ran errands for her a few years ago.,"Active Volcano, Kim Yoo-jung, Ji Chang-wook","Watch on Netflix (https://www.netflix.com/watch/81465196), Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.0d2143d1-de6d-44d1-bfc1-914286d11d24)"
Beauty Inside,Byuti Insaideu,TV Series,2018,N/A,1h 10m,16,1,N/A,7.5,3.4K,https://www.imdb.com/title/tt8801708/mediaviewer/rm2119400960/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1872610073/1434659607842-pgv4ql-1634107244566.mp4?Expires=1730703541&Signature=lNPh7RjwQ8DWGAXC1vj7Gw1Ep8ChM0r3CqVXkMz3vkoLFsfcfCg9jEObLKHxCt6TpnHwoQiU1fjhinPB7LVY39C-Aktmaj3WtLP3VYH-iGGijsmaFwPlR1K4sBk8eK1y1htg-wDYjGdWYOil1YRHVId2S5FbL9LKDtc6jFFglMbgJOiC1RNHFUNoJM8F98LMvD2p0f26nVTj9KNxiimqfN~La6BK0t3uRCTDNv3r5VTo7qnhV99BpUMQbXtaPxpdrXPmh115pE1SSjeVZf-W8uTZxW1RU5i8o-qoj3eVVlEZPirY8fpZ-SLXd4WD8yDpSsRvDwpS2GZ~Psw5G6aTJg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Fantasy, Romance","The series tells the love story of Han Se Gye, an actress who must spend one week out of each month living in someone else's body, and Seo Do Jae, a man who suffers from Prosopagnosia.","Seo Hyeon-jin, Lee Min-ki, Lee Da-hee",Watch on Netflix (https://www.netflix.com/watch/81029990)
Awaken,Najgwa Bam,TV Series,2020-2021,N/A,1h 5m,16,1,2,7.5,1.3K,https://www.imdb.com/title/tt13273550/mediaviewer/rm726784257/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi965722905/1434659607842-pgv4ql-1635424391058.mp4?Expires=1730703547&Signature=Y-hwDVezoGhZ4xlaA2CJeN6WX2k3hz6v8ibuLwVtROFdsBBfndNJcTZ~RrgUxbQzwPnzy43BFKPMTcFAfRMaYLA1kY7VttKH8H-CPjvKYZCdcuM816lSTOd6lXPSbkjQbHDuLNkwLc4sXj4HkH~N~81xwSeCdGkdrwOutwVT0BBX2CN6glaTTTZ0xL~~1tQPMp8qpAk17P35foVnuezVNoQkfdZg9jpQi~SqdC3j1OtqL6sYLuPj96JvQjz6MLX9x0EpOrMZ5cktYxq~myaIUNMRsygAtYJqPDRYNFFSQ0TG07MKHVmOqkJvpeq-2EJrRhjAY1zN20iNr-GM~qKJ7g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Crime, Drama, Fantasy, Mystery, Romance",It's a story about what happened in a village 28 years ago that relates to the string of murders that have been occurring in the present day.,"Min Nam-koong, Kim Seol-hyun, Lee Chung-Ah",Watch on Netflix (https://www.netflix.com/watch/81357304)
Wok of Love,Gireumjin Mello,TV Series,2018,N/A,35m,38,1,N/A,7.5,1.5K,https://www.imdb.com/title/tt8236528/mediaviewer/rm4281746176/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2095104793/1434659607842-pgv4ql-1636627193105.mp4?Expires=1730703550&Signature=gGgEdvHv8IlwCXSOB~I3tzIyxFxmj0bZBw1lMozwQhpCGzYz-IJVWwGG1kwASOxa6nZA39JY2dGHL0hD03sWssNFVlA2QTyIQPLkb5P0hI8-T2XSw7juwkZTkUL8HMMEOnX9c9dVWTrAZ0tzapbq236ilLq2nyDjhMLdON1fyVUqFVJX1eADV7nz-ApJJiJhKNofYbytlpAz8geGLV05ehrHAORHMBHXp~oV~TS2haJ7ZTOUDpR9HJFhksPACY5gZS5JXP7JUgm8nBcI9BOl3wJlvABxb-XM~YfFsWaU~llGwCdlfkl-pMZHsL6TJ47KM-YRsIAF5AtoxayF2Du7GQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Romance","Set at a small Chinese restaurant, ""Wok of Love"" follows Seo Poong's attempt at survival, food and love.","Lee Jun-ho, Jang Hyuk, Jung Ryeo-won",
Doctor Stranger,Dakteo Yibangin,TV Series,2014,TV-14,1h,20,1,N/A,7.5,3.7K,https://www.imdb.com/title/tt3693414/mediaviewer/rm166061056/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi113165081/1434659607842-pgv4ql-1631802693956.mp4?Expires=1730703530&Signature=SOYIF35IIT-ZewbQJZ7ViiID2vuWcFOFzvey2N~HhRYXfBx3l7CcAR8qFnpInHShghVIMvzQvz9BsxX74WZC~VrPPRBA~KBuQlboF2hG192znSzCkmjVUP0fRIlGBFsnmU~GBmGCh8dZoQyP1-ynK1xTUr0o2t3MNiwpOZB7LvlQbiaFsd6ZpWqN~tuzc1QdikfIw5FDo1NyPe0PXtrAu-ZRg9Gly0p3hDowo~beAjuNHI1ISGp6Zr6xEZ-RhqxE6Kp-HMEfxbgJJIrCi6NVHTMs6wI~0qIj9A8~Od~vHNAVMNHSrakIcunVXTVrfqNLDty10oXWUMdXK2KHQUCltg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Action, Drama, Romance","Park Hoon and his father were kidnapped by North Korea and he fell in love with Jae Hee, but lost contact.","Lee Jong-suk, Jin Se-yeon, Park Hae-joon",
Undercover,Eondeokeobeo,TV Series,2021,N/A,1h 10m,16,1,N/A,7.5,315,https://www.imdb.com/title/tt13634530/mediaviewer/rm1836633089/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2922103321/1434659607842-pgv4ql-1658485889589.mp4?Expires=1730703555&Signature=GvrakVtVvgpaF~MWyHnU3XxaCbc0d6udDQAAjeGn53AbC0ryEc-FKwMD-Uyr75N8Wd~SIlSdTvnbE5MlQDAtPVT~kyHDeJxRCCTrCqstrfqXmsmmNqIDZIfPhsQx3fCtRINCIGVS9ORI7aMcp3jMF0yC5ClcGtJgv3hxC0GhGIfmA1UeUsuxqdFkpcdsmquoxCOLD5jX6ruXiR5vmCWao0K5FSKrma-DnqEKdl2Tca0hZV89AEpxyjZwYPfpub3fHPLCS~f-sEfmjUSyfd3gWrkzYJORdP~FIMtoDHP84cFQ5AEVk~2ukeAB2nnJXAx6d7CTBarcvU-YWtKNZwBssA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Thriller","A female civil-rights lawyer begins to doubt her husband, whom she has been married for 20 years.","Ji Jin-hee, Kim Hyun-joo, Huh Joon-ho",
Chocolate,N/A,TV Series,2019-2020,N/A,1h 10m,16,1,2,7.5,1.7K,https://www.imdb.com/title/tt11214028/mediaviewer/rm90466817/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1118355993/1434659607842-pgv4ql-1650286973857.mp4?Expires=1730703559&Signature=ZqxA9NLhNWtL27Nvv4YX5CsUAX2EAhmMGuD6E8Jk0RrGOxDORvLGuOfh7owVINaRshXOGfBNBxFHKjR9UMWWo590OCJGrJxq9HlYvGDKUTKpofCpCh~rr9l1W9N8DlRPEqUHQssP6yILexvYxJ71Qjx0QFztddg0wZHNM0OjEZ5G7cAfNBL5xqekog~MdKx99qVRtM9Dq5okyk88lTqjPu-tVfr7BxaCotZih4-BqnF9rWm3CNS6VS6s5Fq6EKnMlJM528MElG8u2eXdL5fVaHGD6DrlavJcMNplT5vCDL7QWfLY8PtB6ffLPIY0KW-efBfrB36RJEJvLe7IS8znyg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Romance","Brought together by meaningful meals in the past and present, a doctor and a chef are reacquainted when they begin working at a hospice ward.","Ha Ji-Won, Yoon Kyesang, Jang Seung-jo",Watch on Netflix (https://www.netflix.com/watch/81193313)
"Beautiful Love, Wonderful Life",Sarangeun Byutipul Insaengeun Wondeopul,TV Series,2019-2020,N/A,40m,100,1,2,7.5,98,https://www.imdb.com/title/tt11133556/mediaviewer/rm4033972225/?ref_=tt_ov_i,N/A,"Comedy, Drama, Romance",The story of people who try to find happiness and love after failing in life.,"Seol In-ah, Kim Jae-young, Jo Yun-hie",
Your Honor,Chinaehaneun Pansanimkke,TV Series,2018,N/A,35m,32,1,N/A,7.5,381,https://www.imdb.com/title/tt8586046/mediaviewer/rm104940544/?ref_=tt_ov_i,N/A,Drama,"Identical twins Han Soo Ho and Han Kang Ho lead contrasting lives. Soo Ho is an upright judge, while Kang Ho is a convicted criminal. When Soo Ho vanishes, Kang Ho assumes his identity as a judge, living a new life adhering to the law.","Yoon Shi-Yoon, Park Byeong-eun, Lee Yoo-young","Watch on Netflix (https://www.netflix.com/watch/81684531), Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.2154456e-cec6-4ab3-bb3a-79e9790394a4)"
Marriage Contract,Gyeolhongyeyak,TV Series,2016,N/A,1h 15m,16,1,N/A,7.5,1.1K,https://www.imdb.com/title/tt5525778/mediaviewer/rm898845953/?ref_=tt_ov_i,N/A,Drama,"A poor, widowed woman, desperate to support her 7-year-old daughter, and a wealthy business executive with a sick mother enter into a contract marriage together.","Lee Seo-jin, Kim You-Jin, Kim Yong-geon",
My Unfamiliar Family,Gajogimnida,TV Series,2020,N/A,1h 10m,16,1,N/A,7.5,316,https://www.imdb.com/title/tt12458252/mediaviewer/rm2961945857/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3792945689/1434659607842-pgv4ql-1658968509695.mp4?Expires=1730703572&Signature=D-0yIkZ05TFWUW-TnxTqGMcEtoVskQqn3QYb8nLY15M306CrRlz-8Y0cxwFCHxnkNvKs51WnCJl3Vjcy4pajhQFlRZQWgNQPvpL-vKRJzGBFadqCPlgIL9trhSjAZ~hqDdQ1bRStC~TU9mqTVbZx0DQElETP39P43Ies6kBjLqtJLcIbYD4Nhp2Su1ktiD~-0SXaDLzY1mAulGxiltxXa549l9uzgFtNb9MzeyrWBV1VakxQedckgTch7iRhENGCpEp4wnnBjWE5abW8o806zDDnxc8v6mIxnwmn4SpKYXGXr9H4awcorfOY-L0sPo1cmAk-JQaIq2RZtAjrlSp2fQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama",This drama tells the story of a family that is slowly starting to drift apart.,"Jung Jin-young, Won Mi-kyung, Chu Ja-hyeon",Watch on The Roku Channel (https://therokuchannel.roku.com/details/14bd9531889e5f87963817caa166e056)
The Best Hit,Choi-go-eui Han-bang,TV Series,2017,N/A,30m,32,1,N/A,7.5,995,https://www.imdb.com/title/tt6889072/mediaviewer/rm589113856/?ref_=tt_ov_i,N/A,"Comedy, Fantasy","A free-spirited famous idol, a struggling singer, and their crew of ""twenty-something-year-olds."" When they meet, it will be an orchestra of disaster.","Lee Se-yeong, Cha Eun-woo, Kim Min-jae",
Bossam: Steal the Fate,Bossam: Unmyeongeul Humchida,TV Series,2021,TV-14,1h 5m,20,1,N/A,7.5,322,https://www.imdb.com/title/tt13928294/mediaviewer/rm686083329/?ref_=tt_ov_i,N/A,"Costume Drama, Korean Drama, Period Drama, Drama, History, Romance","Bossam was a custom in Joseon period, in which a bachelor, who missed marriage secretly wrapped up a widow in a blanket at night and made her his wife. This custom changes the fate of Ba Woo when he kidnaps a princess by mistake.","Jung Il-woo, Kwon Yuri, Shin Hyun-soo",
Graceful Family,Wooahan Ga,TV Series,2019,N/A,1h 20m,16,1,N/A,7.5,496,https://www.imdb.com/title/tt10815362/mediaviewer/rm1328975873/?ref_=tt_ov_i,N/A,"Drama, Mystery, Romance",A drama about a rich heir and a good-hearted lawyer investigating the death of the mother of the former.,"Im Soo-hyang, Lee Jang-woo, Bae Jong-ok",
"Marriage, Not Dating",Yeonae Malgo Gyeolhon,TV Series,2014,N/A,1h 5m,16,1,N/A,7.5,1.3K,https://www.imdb.com/title/tt4215538/mediaviewer/rm1087824896/?ref_=tt_ov_i,N/A,"Comedy, Romance","Before Joo Jang Mi can propose to her boyfriend, he has his best friend, Gong Gi Tae, help him break up with her. Meanwhile, Gi Tae is eager to remain single, but as his family insists he marries, he proposes a fake engagement to Jang Min.","Han Groo, Yeon Woo-jin, Jeong Jin-woon",
Mask,Gamyeon,TV Series,2015,N/A,N/A,20,1,N/A,7.5,492,https://www.imdb.com/title/tt4714786/mediaviewer/rm2598757376/?ref_=tt_ov_i,N/A,"Drama, Romance",Ji-sook facing a hard time because of her father's debts and begin chased by moneylenders. When a series of things happen Ji-sook have to live with Eun Ha's identity (a Woman from elite family) because she look exactly like a Eun Ha.,"Soo Ae, Ju Ji-hoon, Yeon Jeong-hun",
You're All Surrounded,Neo-hui-deul-eun po-wi-dwaess-da,TV Series,2014,N/A,58m,20,1,N/A,7.5,1.5K,https://www.imdb.com/title/tt3693428/mediaviewer/rm1676010496/?ref_=tt_ov_i,N/A,"Action, Comedy, Drama, Mystery, Romance","P4: are the new recruits in the violent crimes unit at Gangnam Police Station. The journey of four young cops as they fumble, learn, fall in love and find their way to becoming people the citizens can trust.","Lee Seung-gi, Cha Seung-won, Park Jeong-min",
Second 20s,Doobunzzae Seumoosal,TV Series,2015,N/A,1h 2m,16,1,N/A,7.5,396,https://www.imdb.com/title/tt4984004/mediaviewer/rm3956049921/?ref_=tt_ov_i,N/A,Drama,"After being diagnosed with terminal cancer at the age of 38, Ha No-ra decides it is time to pursue her dream and enroll in college.","Choi Ji-woo, Lee Sang-yoon, Choi Won-young",Watch on The Roku Channel (https://therokuchannel.roku.com/details/dd6abf1d03ad595ab5001ddcf76e61b6)
Flower Boy Ramyun Shop,Kkotminam Ramyeongage,TV Series,2011,N/A,45m,16,1,N/A,6.9,846,https://www.imdb.com/title/tt2373543/mediaviewer/rm1365697536/?ref_=tt_ov_i,N/A,"Comedy, Romance","Yang Eun Bi accidentally encounters Cha Chi Soo, the arrogant son of a food company in Korea. When she student teaches they meet again and sparks fly. Both of them end up working at a ramen shop staffed by flower boys (pretty boys).","Lee Chung-Ah, Jung Il-woo, Lee Ki-woo",
Flower Boy Ramyun Shop,N/A,"Episode aired Nov 19, 2011",TV-Y,N/A,44m,N/A,1,N/A,7.5,62,https://www.imdb.com/title/tt3015488/mediaviewer/rm1759007488/?ref_=tt_ov_i,N/A,"Comedy, Romance",Flower Boy Ramen Shop is officially in business! But a former ex puts a twist in Eun Bi's relationships with Kang Hyuk and Chi Soo.,"Jung-hwa Chung, Nan Joong Yoon, Lee Chung-Ah",
Cinderella and the Four Knights,Cinderellawa Ne Myungui Gisa,TV Series,2016,N/A,1h,16,1,N/A,7.4,5.7K,https://www.imdb.com/title/tt5764414/mediaviewer/rm2512065792/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2676278041/1434659607842-pgv4ql-1634647521050.mp4?Expires=1730703369&Signature=bsr-O3evGnsgTADLm~mYmANW9FBCgfpw5MqLFEjkcRm82YG4maHxRPrMyHiLnmGEQ505adtJdVQOIZGzf~vKIx5Aq1Z~77sFAlEJ~76k84M-agm8K-qRkuV3fgzTprMA5M5hYhyrRLQeSlOIEWB1RJrpaJV~32CyPJ8EANbgp2-OrMH2m72fOCDv-9L1qfxr-r11h1QZDfX6uaHjl09VO~3Jzre4iCytT4Pkmx-134Z2VNdP7vWHrpKuRbV5hO33Y~dJ7H2eTwVEjMuVW6FOeekEjSNen2h6G~75eTCqp7lIzVkDVCjek~ViJHKv1u8IU9yfWT7Y8optt9ufPfA3GQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Romance","A young girl who lives with her cruel stepmother and sister, accidentally meets 3 young and rich cousins who live a luxury life in a big mansion and is hired by the boys grandpa to look after their bad behavior.","Jung Il-woo, Ahn Jae-Hyun, Park So-dam","Watch on Netflix (https://www.netflix.com/watch/80188605), Watch on The Roku Channel (https://therokuchannel.roku.com/details/5dc826c6efaf56e6b0a881667a37dd64)"
Bulgasal,N/A,TV Series,2021-2022,N/A,1h,16,1,2,7.4,3.3K,https://www.imdb.com/title/tt14691616/mediaviewer/rm1718873601/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi734380825/1434659607842-pgv4ql-1639401865156.mp4?Expires=1730703564&Signature=K~d4~aVfmnqeKy-2ES38~qnlETcEA~r6kQ6zQN494kiUbgTVNYvn08v-FLQktrtNNuCGMonbxSw2vhH4ZjUzYtCO8Pz4~P2tTWqX0w~5lsKcDWLj5orfKblb1HjyBv3GlBvi2OWbe7T1oGySkFJQsbmmTyljmFfbvTjysvRxPwYumC9YCXn-glsEog6jhdf0GWQWl33OBzjyFLXiB6pIuHNwX3t7R6nh9MjJUm4zn0YU7oW--Fsgbn1i~qgPidYgMeTChQnHe5hjw3-eDza~pYp1YAomPlOUiQl~Ra0Y~hFlmNZEZXcQhhooX2kp2M5PC289BckUk3uNkEef-OxXwA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Fantasy, Thriller","The story of a man-turned-immortal, Bulgasal, who wants revenge from a woman with a mysterious past and present, who he deems responsible for his immortality and miseries from the past 600 years, hoping to free himself from his curse.","Lee Jin-wook, Nara, Lee Joon",Watch on Netflix (https://www.netflix.com/watch/81483462)
N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,,N/A,,
Catch the Ghost,Yooryungeul Jabara,TV Series,2019,N/A,1h 10m,16,1,N/A,7.4,671,https://www.imdb.com/title/tt10712926/mediaviewer/rm1790740481/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1969538585/1434659607842-pgv4ql-1725259406290.mp4?Expires=1730703611&Signature=hnhib7q4Uwwz-kx2406yyPB68wXLcja8iwLtT7tStm0n~2crfUjs9~iaah4P7HojZzETbsYKVNvAXCLv~xJ8A2GUB7~kuHDHhqRPVW5or83UoD~QGoLKXpVhjrLJSmhMnjTCDLcChtFeDewE9ii75qx-DzqGK2PfXm1g-eVGjpsUFgZRC2bsmJ4GkLB6LdjNZEo~r8YVsw9zwsxqiPSVLdoG9wbrrgJoQjQDMwpLyx3zwXAZJMqt1oXdDr9HEIVX5~GOW0j1cwYdHUDaRzLSZMvawQPeZCHQZ6rvp8xTWT435i6m9nTcuyah6BgocgKZZxjRhne9AIosFsXrQ7TChA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama, Mystery, Romance","When a rookie detective Yoo Ryung's autistic twin sister goes missing, Yoo Ryung joins the subway police team to try and find her.","Moon Geun-young, Kim Seon-ho, Jeong Eu-gene","Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.0f4b7b20-e3ab-41d6-9139-cbe6720be513), Watch on The Roku Channel (https://therokuchannel.roku.com/details/f2c06150ba9d5eef878f7987f78b0a39)"
My First First Love,N/A,TV Series,2019,N/A,50m,16,2,N/A,7.4,3.2K,https://www.imdb.com/title/tt8995604/mediaviewer/rm2830076929/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3976379417/1434659607842-pgv4ql-1563197855038.mp4?Expires=1730702915&Signature=rU1aAiqOrEBHI15fvu~237YiPlSLuDODXeupu8jvXIZBnp~z57yNhiJmPsZZx4A~owdqEVmzP-CTm67EXgPK7lzPmlx7-Ru~epYBtd76~djMc2trmSemkSMNbLUrZ6lq0PUOlUNpG9ooeDIpHjnRC0~MkXIptasreNHAcnIOzr5JnO1swQeuWlLNZqXqulFngZmywkIAeFb2cUMOPza2RrLSXRDY5BVG4RbkEFyjikN~7zep0~W6oOv7VDRJmN5VN6W6~uyqITbOvJx3d-86P6IVHiwltxbsF-Asz7T3nRBJR6RQG2xNOENUxfZ9KTID~qajtNFa6h-4otkQK7ei7w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Romance",The story of college students and their realization of first love as they make new friends.,"Ji Soo, Kang Tae-oh, Jung Chae-yeon",Watch on Netflix (https://www.netflix.com/watch/81026700)
Dinner Mate,N/A,TV Series,2020,N/A,35m,32,1,N/A,7.4,671,https://www.imdb.com/title/tt12415644/mediaviewer/rm1082045441/?ref_=tt_ov_i,N/A,"Comedy, Drama, Romance",A man and woman waiting at a restaurant are mistaken for a couple and decide to have dinner together.,"Song Seung-heon, Seo Ji-hye, Lee Ji-hoon","Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.b1f49f0e-eefb-4769-98d8-5085a0e58789), Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.b1f49f0e-eefb-4769-98d8-5085a0e58789)"
Moment at Eighteen,Yeolyeodeolui Soongan,TV Series,2019,N/A,1h 5m,16,1,N/A,7.4,862,https://www.imdb.com/title/tt10474124/mediaviewer/rm2030999809/?ref_=tt_ov_i,N/A,"Drama, Romance","A misunderstood loner is drawn out of his shell after transferring to another high school, where he comes across new ordeals and his first love.","Ong Seong-wu, Kim Hyang-gi, Shin Seung-ho",Watch on Netflix (https://www.netflix.com/watch/81211266)
River Where the Moon Rises,Daleui Ddeuneun Gang,TV Series,2021,N/A,1h,20,1,N/A,7.4,643,https://www.imdb.com/title/tt13634686/mediaviewer/rm3038734081/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3136209689/1434659607842-pgv4ql-1637661967277.mp4?Expires=1730702916&Signature=oBfJJgQZlJGXN0kJyvMJoYF7k6tmQeNIabuc6AQdOFBVeJU3xTZJj8SQeseaDGEJSadNcOiO-wbQFfRphfZRTVRUd6faMQ3oRLukRZrcbVsBE4ntYibEyuO3ylN4XVW1XJDFTjY7YsoQqJ5ph8pa75ofj99xPwM9mpGdOTP~DuSWazt-Yks6AzP~ykDsXKSul1yGTD5IYKGDQmWzcI9cEMQMdXixY-9tbHdN0VvbBH~Zovfnyq0ylyzoISy5VlAnG91ecWfTRr6AJsrZnucqXmT7jzdhc8f5OHJQoGkmld9Q~ZDDMKNACSppF5HD5P2OaCgCI0XtlR-JOmFwXIftsA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"History, Romance",The story of Princess Pyeonggang who was born as a princess but raised to be a soldier for Goguryeo. She dreams to be the first female Taewang of Gorguryeo but is confused about the new feelings experienced after meeting On Dal.,"Kim So-hyun, Na In-woo, Kim Hee-jung",
Ms. Hammurabi,Miseu Hammurabi,TV Series,2018,N/A,1h 20m,16,1,N/A,7.4,774,https://www.imdb.com/title/tt8090388/mediaviewer/rm3135917312/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi803324697/1434659607842-pgv4ql-1636697166785.mp4?Expires=1730703631&Signature=EM5VD3KS09UXC6yRsKkLjy8UV-Nm0I3i-iFrvtCdvkIvyo7CEeuoGfujSpXmO6IIqJA4OfzkCrYCc1EIHokDEdRaibxgCr8F~t04rFyTPtPcRkNWc~IIetRkd-2pqYzePyWx-kmNVJcyoBWQUhIiNBN1F1X9nJsNQbeHEuUbrw20nRZH6ib0zR7X61vFjrMCzflwJDkOqrxTLQzQvjpAaVM6lWsb~lVz5k37-5p5jXtl7YSwOELQzIWjtJWyQfC-AlJQRA9NZQ2rkEx~Ty2GGkkvWaAuM8PunkMWvM9R7hL0MqCNnH3qx-PLUNJJ8otmgwrpDOO4fnBU0jo74oCfuQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama, Romance",The series tells the story of the life of judges and the various disputes that they have to settle.,"Go Ara, Kim Myung-soo, Sung Dong-il",
Yong Pal,N/A,TV Series,2015,N/A,1h,18,1,N/A,7.4,1.1K,https://www.imdb.com/title/tt5010664/mediaviewer/rm1139139584/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi150323993/1434659607842-pgv4ql-1635850741295.mp4?Expires=1730703547&Signature=tS8eY16r2nQ9dX4NcsFBNIcC9puI4Aomq7Q0aHjfkymzaBu0iJmZb1xu89VZOZ2YuCNWUhOsZThTUqhx2Zx2Cm2prdcIYuwKD36nGQ5RqAP17uFRZLZo-YRbCh-S8TqQYldF-5R0jRD6bWY5ZJ0X5vkW2Ep51cYsKMiysGgFXtSpc1HcuyD9CgoXNwcJnuPQMJ7UOmrmc~fMaSnJ-EAW~OAwwwQuykPIh1f8iugZbNkIj8zEnRsg6kg6m0Jc13yF0eiMSZC-myqahBXOkSnN3SaWnNztAqb7s4q4kykVENMCWqpMyzf2yCNSaQDqOSMDyQx7d4-6-GVudHspAMAyXg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Romance","Kim Tae-hyun is a talented surgeon who adopts the code name Yong-pal to help those in need of medical attention. He rescues Han Yeo-jin, a chaebol heiress, from a medically induced coma, leading to unintended consequences.","Joo Won, Kim Tae-hee, Jo Hyeon-jae",
When My Love Blooms,N/A,TV Series,2020,N/A,1h,16,1,2,7.4,663,https://www.imdb.com/title/tt12358696/mediaviewer/rm1997453057/?ref_=tt_ov_i,N/A,"Drama, Romance","Jae-hyun and Ji-soo fell in love when they were university students. Twenty years later, they cross paths once again: Jae-hyun has become a successful businessman, while Ji-soo is a mother and a contract worker living a difficult life.","Park Jin-young, Jeon So-nee, Yoo Ji-tae",Watch on The Roku Channel (https://therokuchannel.roku.com/details/657623bc471d5cc7a298a3bea17d27ec)
Blue Birthday,Beullubeoseudei,TV Mini Series,2021,TV-14,25m,16,1,N/A,7.4,573,https://www.imdb.com/title/tt14927114/mediaviewer/rm863959041/?ref_=tt_ov_i,N/A,"Fantasy, Romance, Thriller","A fantasy romance drama that goes back and forth between the past and the present through her first love that she lost to suicide on her birthday 10 years ago, and the mysterious photos that he left behind.","Kim Ye-rim, Yang Hong-Seok, Lee Jung-jae",Watch on Hulu (http://www.hulu.com?d=Amazon)
I Need Romance 3,N/A,TV Series,2014,TV-14,45m,16,1,N/A,7.4,183,https://www.imdb.com/title/tt9060294/mediaviewer/rm1492941824/?ref_=tt_ov_i,N/A,"Comedy, Drama, Romance","Shin Joo Yeon is a successful 33-year-old career woman who is jaded and no longer believes in love. That is, until she is reunited with a much younger family friend. Will his love heal her heart and make her believe in true love again?","Kim So-yeon, Sung Jun, Min Nam-koong",
Angry Mom,Aenggeurimam,TV Series,2015,N/A,1h 10m,16,1,N/A,7.4,705,https://www.imdb.com/title/tt4535826/mediaviewer/rm3895356416/?ref_=tt_ov_i,N/A,"Comedy, Drama","When Jo Kang Ja learns that her daughter is being intimidated by some classmates, she decides to enroll in high school as an undercover student to teach the bullies a lesson.","Kim Hee-seon, Kim Yoo-jung, Ji Hyun-woo",
